transaction_id,datetime,customer_id,store_id,item_id,category,quantity,price_base,sum_total,is_refund
TXN-0000022,3/15/2023 12:00,CUST-984120,9,e6579c993ebc,Home,5.923,375.62,2224.8,FALSE
TXN-0003212,3/15/2023 13:52,CUST-912664,8,06b65bff53ef,Sports,1.041,79.9,83.18,FALSE
TXN-0003333,3/15/2023 19:55,CUST-167655,10,c35ddaf21d77,Grocery,2.081,259.49,540,FALSE
TXN-0002947,3/15/2023 22:11,CUST-213014,5,67462c40e05a,Sports,5.203,41.9,218.01,FALSE
TXN-0002193,3/16/2023 6:58,CUST-348107,2,a1a85a5a80ac,Electronics,8.329,177,1474.23,FALSE
TXN-0001428,3/16/2023 9:39,CUST-910071,5,062e8ce69112,Beauty,1.191,369.9,440.55,FALSE
TXN-0000599,3/16/2023 17:56,CUST-367464,3,badb5d267d60,Sports,19.781,63.94,1264.8,FALSE
TXN-0004582,3/16/2023 19:37,CUST-506276,1,bc098af9e7fc,Home,5.205,49.9,259.73,FALSE
TXN-0003477,3/16/2023 20:23,CUST-366317,7,1040d3459a78,Home,1.041,85.49,89,FALSE
TXN-0002102,3/17/2023 6:15,CUST-794570,4,51672a773b04,Clothing,3.125,78,243.75,FALSE
TXN-0001986,3/17/2023 8:04,CUST-740291,9,09311d792cc0,Grocery,1.042,168,175.06,FALSE
TXN-0004317,3/17/2023 8:54,CUST-907245,9,432c160c926d,Grocery,288.977,119.16,34434.5,FALSE
TXN-0004558,3/17/2023 12:40,CUST-864749,3,811add884a1a,Clothing,1.042,149.9,156.2,FALSE
TXN-0003072,3/17/2023 12:43,CUST-202311,4,9255e8ec0f15,Beauty,1.042,49.9,52,FALSE
TXN-0000536,3/17/2023 13:42,CUST-154810,7,8b2e530f97ab,Sports,2.083,49.9,103.94,FALSE
TXN-0004572,3/17/2023 13:49,CUST-502370,3,8d64c4c7ead7,Beauty,1.042,269.9,281.24,FALSE
TXN-0002833,3/17/2023 14:10,CUST-980240,10,2de287e567a3,Electronics,3.125,99.9,312.19,FALSE
TXN-0003802,3/17/2023 16:07,CUST-252463,5,ac3b090ec2ae,Home,2.083,69.9,145.6,FALSE
TXN-0004323,3/17/2023 18:26,CUST-741473,4,a1b8684387bb,Beauty,5.208,94.57,492.52,FALSE
TXN-0001252,3/17/2023 18:26,CUST-530081,4,b773b08453ee,Grocery,1.042,159.9,166.62,FALSE
TXN-0001429,3/18/2023 7:50,CUST-211513,8,96060294c43e,Sports,3.127,72.72,227.4,FALSE
TXN-0001933,3/18/2023 8:46,CUST-646450,10,b84f07d816af,Sports,2.084,89,185.48,FALSE
TXN-0002328,3/18/2023 9:57,CUST-182420,2,56edb7bdecaf,Beauty,2.084,169.9,354.07,FALSE
TXN-0002781,3/18/2023 11:42,CUST-307466,2,a49af4d082a9,Beauty,1.042,579.9,604.26,FALSE
TXN-0000045,3/18/2023 11:50,CUST-982227,7,4586b9f99126,Electronics,4.169,50.43,210.24,FALSE
TXN-0001352,3/18/2023 13:25,CUST-821754,5,a1f58a628e88,Electronics,1.042,790,823.18,FALSE
TXN-0001457,3/18/2023 13:37,CUST-915923,1,d487df2a87ee,Sports,10.422,129.58,1350.48,FALSE
TXN-0003015,3/18/2023 17:24,CUST-885427,4,da20a48d90a4,Grocery,7.295,57.9,422.38,FALSE
TXN-0003777,3/19/2023 9:43,CUST-923324,9,9c588d73884f,Home,1.043,93,97,FALSE
TXN-0001126,3/19/2023 10:18,CUST-802639,3,1a3575595d58,Home,4.999,399.89,1999.05,FALSE
TXN-0001864,3/19/2023 11:04,CUST-440818,4,5fed687c2f00,Clothing,1.043,129.9,135.49,FALSE
TXN-0002535,3/19/2023 12:31,CUST-349235,5,bca013a15ca2,Sports,8.342,359.9,3002.29,FALSE
TXN-0003969,3/19/2023 12:59,CUST-958349,4,5fa0bebd779f,Home,30.239,42.9,1297.25,FALSE
TXN-0003645,3/19/2023 13:03,CUST-615797,6,7d21c2274831,Beauty,0.09,998.95,89.91,FALSE
TXN-0002315,3/19/2023 14:06,CUST-985945,8,6b9ed41cf366,Electronics,2.085,299.9,625.29,FALSE
TXN-0003499,3/19/2023 14:25,CUST-966805,9,e2f0530d0f6e,Grocery,36.496,186.83,6818.55,FALSE
TXN-0003962,3/19/2023 15:56,CUST-896725,8,03578ba760a9,Sports,1.043,119.4,124.53,FALSE
TXN-0002885,3/19/2023 16:45,CUST-440259,10,a9ee09caaf40,Home,3.128,66.9,209.26,FALSE
TXN-0004348,3/19/2023 18:21,CUST-639455,10,4e7f2ad04a30,Grocery,1.043,1199.9,1251.5,FALSE
TXN-0003895,3/19/2023 19:12,CUST-385831,10,0b211fdb94a9,Beauty,5.214,219.9,1146.56,FALSE
TXN-0000005,3/19/2023 20:16,CUST-559400,10,3a6203811a16,Electronics,1.043,79.9,83.34,FALSE
TXN-0002374,3/20/2023 11:05,CUST-689747,9,ef6c6fc6b982,Grocery,1.043,159.9,166.78,FALSE
TXN-0001434,3/20/2023 14:50,CUST-827566,10,941758c12832,Clothing,1.043,1500,1564.5,FALSE
TXN-0000978,3/20/2023 16:43,CUST-372075,9,3c8f081cbde7,Beauty,1.043,44.9,46.83,FALSE
TXN-0003857,3/20/2023 17:25,CUST-853942,6,def52bfc9d74,Electronics,4.173,66,275.42,FALSE
TXN-0004281,3/20/2023 17:30,CUST-582119,8,f07bf65b250c,Sports,6.26,139.46,873.02,FALSE
TXN-0000206,3/20/2023 18:23,CUST-464495,2,aa8b8cb6c658,Electronics,4.173,69.9,291.69,FALSE
TXN-0001124,3/20/2023 20:00,CUST-399200,8,d1d9be55a3ab,Beauty,3.13,48.23,150.96,FALSE
TXN-0000145,3/21/2023 6:57,CUST-530091,2,6176e6f93cc7,Sports,10.438,219.76,2293.85,FALSE
TXN-0000130,3/21/2023 8:00,CUST-741573,2,2243cec97a01,Clothing,9.395,49.9,468.81,FALSE
TXN-0003246,3/21/2023 9:03,CUST-436681,10,bb71024009cb,Clothing,1.044,110.9,115.78,FALSE
TXN-0000825,3/21/2023 11:08,CUST-153183,7,d79f4bdb3bde,Grocery,1.044,199.9,208.7,FALSE
TXN-0002846,3/21/2023 12:11,CUST-381275,9,f4da151d1755,Electronics,1.044,59.9,62.54,FALSE
TXN-0000706,3/21/2023 13:28,CUST-237795,4,a99bc1ab10f4,Clothing,12.526,213,2668.04,FALSE
TXN-0000557,3/21/2023 13:40,CUST-663833,6,af80dcbf47d2,Grocery,2.088,109.9,229.47,FALSE
TXN-0000099,3/21/2023 13:47,CUST-569535,7,e6001574ce29,Beauty,1.376,751.34,1033.84,FALSE
TXN-0000812,3/21/2023 14:02,CUST-864770,8,3e25ad475f2a,Electronics,1.044,149.9,156.5,FALSE
TXN-0004760,3/21/2023 15:16,CUST-788902,10,d9e36d592f5a,Grocery,1.025,149.9,153.65,FALSE
TXN-0002231,3/21/2023 15:41,CUST-216353,1,e6001574ce29,Clothing,1.376,751.34,1033.84,FALSE
TXN-0001420,3/21/2023 17:54,CUST-864120,4,6c438652e521,Clothing,1.044,449.9,469.7,FALSE
TXN-0001183,3/21/2023 23:05,CUST-430081,3,06f449289b1c,Electronics,2.088,899.9,1878.99,FALSE
TXN-0000954,3/22/2023 6:07,CUST-987032,1,bf875510b3b9,Grocery,5.115,369.37,1889.33,FALSE
TXN-0000873,3/22/2023 10:00,CUST-276863,2,2387310bafc7,Sports,1.044,199.8,208.59,FALSE
TXN-0001735,3/22/2023 10:02,CUST-754263,2,18a3d4062bcd,Clothing,1.044,159.9,166.94,FALSE
TXN-0000685,3/22/2023 10:04,CUST-588696,6,e6579c993ebc,Sports,5.945,375.62,2233.06,FALSE
TXN-0003425,3/22/2023 13:31,CUST-108409,7,2883f571c78b,Clothing,3.133,109.9,344.32,FALSE
TXN-0001724,3/22/2023 13:57,CUST-965588,5,581d50bf0c38,Home,78.329,73.41,5750.13,FALSE
TXN-0004111,3/22/2023 14:26,CUST-459377,3,8c1441c992b4,Grocery,1.044,283.9,296.39,FALSE
TXN-0004997,3/22/2023 14:27,CUST-885490,6,1fd049280b60,Clothing,3.133,39.9,125.01,FALSE
TXN-0001705,3/22/2023 16:59,CUST-485854,3,2dce8c213380,Grocery,2.089,54,112.81,FALSE
TXN-0000286,3/22/2023 18:43,CUST-696468,6,22e7f9234a26,Beauty,2.089,349.9,730.94,FALSE
TXN-0002061,3/22/2023 20:13,CUST-306459,8,759ffe3cb22c,Grocery,6.266,76.9,481.86,FALSE
TXN-0000917,3/22/2023 20:32,CUST-261742,3,02b9c32fb5bb,Electronics,1.044,109.9,114.74,FALSE
TXN-0002639,3/23/2023 8:28,CUST-506895,4,d7202fe81b76,Grocery,6.27,44.9,281.52,FALSE
TXN-0004210,3/23/2023 9:00,CUST-917686,5,1bba828eeb02,Electronics,3.135,98,307.23,FALSE
TXN-0002860,3/23/2023 9:49,CUST-220981,3,2e003d720213,Home,1.045,269.9,282.05,FALSE
TXN-0002593,3/23/2023 10:21,CUST-735823,8,badb5d267d60,Electronics,19.854,63.94,1269.46,FALSE
TXN-0001220,3/23/2023 10:36,CUST-847878,7,327ac8fdf7b6,Clothing,3.135,57.9,181.52,FALSE
TXN-0003349,3/23/2023 11:53,CUST-842081,6,c81cdc14467e,Beauty,2.09,79.9,166.99,FALSE
TXN-0001854,3/23/2023 12:06,CUST-649359,1,8335023067fc,Grocery,3.135,49.9,156.44,FALSE
TXN-0000004,3/23/2023 13:31,CUST-416914,5,f960d18e4b25,Electronics,0.127,1089.02,138.31,FALSE
TXN-0000025,3/23/2023 17:20,CUST-134378,8,629c8c68e300,Beauty,1.045,85,88.82,FALSE
TXN-0003082,3/23/2023 17:57,CUST-354741,2,9bc1edb79160,Clothing,0.282,699.89,197.37,FALSE
TXN-0004038,3/23/2023 17:59,CUST-592775,10,629c8c68e300,Grocery,1.045,85,88.82,FALSE
TXN-0004552,3/23/2023 18:44,CUST-243901,2,10a5bd97291b,Home,1.348,599.9,808.67,FALSE
TXN-0002912,3/23/2023 18:55,CUST-422412,4,aff65297051a,Sports,3.135,99.9,313.19,FALSE
TXN-0000708,3/23/2023 20:41,CUST-832485,10,5d6ffe4949a7,Electronics,2.09,129.9,271.49,FALSE
TXN-0003306,3/23/2023 22:54,CUST-812825,2,8f0a0b9b532a,Grocery,4.18,54.9,229.48,FALSE
TXN-0001936,3/24/2023 8:34,CUST-500973,6,b5ab2b2599c3,Clothing,15.047,359.9,5415.42,FALSE
TXN-0000258,3/24/2023 9:22,CUST-528190,2,3e1f8d799d29,Beauty,5.25,459.9,2414.48,FALSE
TXN-0001374,3/24/2023 12:01,CUST-805193,9,23bc1d9af9e7,Clothing,1.045,64.9,67.82,FALSE
TXN-0001217,3/24/2023 12:15,CUST-364696,10,07bba8b6424a,Sports,5.227,39.72,207.62,FALSE
TXN-0001995,3/24/2023 15:33,CUST-660818,1,0a6198887287,Home,4.182,229.9,961.44,FALSE
TXN-0004710,3/24/2023 15:36,CUST-618819,8,ffea55e3589f,Sports,0.45,769.91,346.46,FALSE
TXN-0003023,3/24/2023 17:55,CUST-498869,1,d862997509e4,Grocery,6.273,18.59,116.62,FALSE
TXN-0003204,3/24/2023 18:35,CUST-500577,6,6e778b7819d5,Beauty,4.182,69.9,292.32,FALSE
TXN-0003057,3/24/2023 19:26,CUST-292670,4,7228a34dc028,Grocery,1.045,126,131.67,FALSE
TXN-0004724,3/25/2023 0:20,CUST-847848,1,1a7a5d7522ca,Electronics,5.23,107.85,564.06,FALSE
TXN-0001921,3/25/2023 9:18,CUST-770500,4,9f99af5f5387,Electronics,2.092,119.9,250.83,FALSE
TXN-0003071,3/25/2023 11:17,CUST-376741,3,72abdde0572f,Beauty,2.092,109.9,229.91,FALSE
TXN-0000853,3/25/2023 11:18,CUST-105811,3,5dea681a9924,Home,2.092,149,311.71,FALSE
TXN-0003208,3/25/2023 12:24,CUST-377555,9,9597431eb880,Clothing,3.138,139.9,439.01,FALSE
TXN-0004292,3/25/2023 13:34,CUST-856943,2,e31b9d953287,Clothing,1.046,62.63,65.51,FALSE
TXN-0004178,3/25/2023 13:39,CUST-302742,8,ad6427ee5b69,Beauty,3.138,124.6,390.99,FALSE
TXN-0004909,3/25/2023 14:23,CUST-803228,9,ec30f9d70734,Grocery,2.092,54.9,114.85,FALSE
TXN-0002689,3/25/2023 14:55,CUST-875936,2,0780b159bd55,Grocery,1.046,319.9,334.62,FALSE
TXN-0001052,3/25/2023 15:18,CUST-609461,9,bccdf54c5e35,Electronics,3.138,49.9,156.59,FALSE
TXN-0001002,3/25/2023 15:26,CUST-404341,5,2243cec97a01,Sports,9.414,49.9,469.76,FALSE
TXN-0004410,3/25/2023 16:12,CUST-739992,3,8d4d1754879b,Home,2.092,139.9,292.67,FALSE
TXN-0001543,3/25/2023 23:32,CUST-164105,2,c8b3187f6dbf,Home,2.092,70,146.44,FALSE
TXN-0001601,3/26/2023 8:17,CUST-326469,7,0033a62250ac,Beauty,1.047,129.9,136.01,FALSE
TXN-0000346,3/26/2023 8:55,CUST-376214,6,8c270c4efbfe,Home,5.233,209.9,1098.41,FALSE
TXN-0002042,3/26/2023 12:51,CUST-307019,7,79fe699115cf,Grocery,5.381,573.59,3086.49,FALSE
TXN-0003156,3/26/2023 20:28,CUST-497403,5,1198cdac53a1,Electronics,1.047,169.9,177.89,FALSE
TXN-0002769,3/27/2023 8:21,CUST-615069,4,ef05405eadfa,Electronics,4.188,109.74,459.59,FALSE
TXN-0002776,3/27/2023 9:02,CUST-402710,7,b84f07d816af,Clothing,2.094,89,186.37,FALSE
TXN-0002349,3/27/2023 10:26,CUST-398479,3,ca084e986974,Grocery,7.749,149.68,1159.87,FALSE
TXN-0003200,3/27/2023 14:38,CUST-512894,5,6cafc2bd1271,Home,2.094,99,207.31,FALSE
TXN-0001630,3/27/2023 15:15,CUST-598806,5,18a3d4062bcd,Beauty,1.047,159.9,167.42,FALSE
TXN-0003647,3/27/2023 17:38,CUST-615307,5,7b2dfcdbfe07,Electronics,1.047,212,221.96,FALSE
TXN-0002251,3/28/2023 7:34,CUST-391709,10,8da8087f2cdb,Home,2.095,239.9,502.59,FALSE
TXN-0004753,3/28/2023 9:20,CUST-904718,6,9463b6777824,Grocery,1.048,33.9,35.53,FALSE
TXN-0004415,3/28/2023 11:20,CUST-130822,9,0e3651d759be,Home,8.381,54.9,460.12,FALSE
TXN-0002354,3/28/2023 11:24,CUST-482449,3,f8aebf5f2dcd,Sports,6.286,24,150.86,FALSE
TXN-0000840,3/28/2023 12:53,CUST-766855,9,ea8f78452b8a,Home,1.048,1150.9,1206.14,FALSE
TXN-0004565,3/28/2023 13:09,CUST-264060,4,0785c673fee1,Sports,1.048,199.9,209.5,FALSE
TXN-0004642,3/28/2023 17:19,CUST-903187,8,e6bdb63cb7c5,Electronics,1.048,119,124.71,FALSE
TXN-0003133,3/28/2023 17:40,CUST-134145,8,6138709790a5,Clothing,5.238,349.9,1832.78,FALSE
TXN-0001257,3/28/2023 19:56,CUST-147213,8,59103e4b40f4,Home,1.048,125.9,131.94,FALSE
TXN-0001271,3/29/2023 8:14,CUST-672827,10,2dac660f33bc,Home,1.048,49.9,52.3,FALSE
TXN-0003441,3/29/2023 9:32,CUST-952300,1,1fd049280b60,Home,3.145,39.9,125.49,FALSE
TXN-0004780,3/29/2023 12:03,CUST-409217,4,68b1397119e1,Grocery,2.096,1282.04,2687.16,FALSE
TXN-0002858,3/29/2023 12:46,CUST-690211,1,0e218149c963,Home,0.714,239.9,171.29,FALSE
TXN-0003678,3/29/2023 13:48,CUST-924175,4,5196747a75a4,Sports,1.048,119.9,125.66,FALSE
TXN-0004581,3/29/2023 14:34,CUST-515874,9,5b5634033143,Grocery,0.278,599.02,166.53,FALSE
TXN-0003776,3/29/2023 15:48,CUST-751613,9,9a0be9c37945,Home,1.048,49.9,52.3,FALSE
TXN-0004785,3/29/2023 16:14,CUST-241168,9,4136e4372b1e,Clothing,2.096,59.9,125.55,FALSE
TXN-0000453,3/29/2023 16:51,CUST-315779,2,b2b40c28d8cd,Beauty,2.096,299.9,628.59,FALSE
TXN-0002156,3/29/2023 20:31,CUST-476358,7,c8b3187f6dbf,Clothing,2.096,70,146.72,FALSE
TXN-0003625,3/29/2023 21:08,CUST-714569,2,9c61b74d6be1,Electronics,7.338,59.9,439.55,FALSE
TXN-0000891,3/29/2023 21:23,CUST-864333,6,7fee29b0a107,Grocery,1.688,499,842.31,FALSE
TXN-0002133,3/30/2023 5:21,CUST-574834,1,3a977333b880,Beauty,5.244,129.44,678.78,FALSE
TXN-0001100,3/30/2023 8:31,CUST-225454,2,cce030dab62e,Grocery,1.049,99.9,104.8,FALSE
TXN-0003684,3/30/2023 10:04,CUST-670354,2,fa04acd64005,Sports,2.098,89.9,188.61,FALSE
TXN-0003556,3/30/2023 10:40,CUST-327030,3,303d4032e8b6,Beauty,1.049,69.9,73.33,FALSE
TXN-0000674,3/30/2023 10:49,CUST-480567,3,dfe0d6d2cc0c,Electronics,0.818,1299.9,1063.32,FALSE
TXN-0002803,3/30/2023 10:56,CUST-970901,5,f1cc6216c8e6,Electronics,4.195,63,264.29,FALSE
TXN-0001009,3/30/2023 11:33,CUST-383771,10,bccdf54c5e35,Sports,3.146,49.9,156.99,FALSE
TXN-0001202,3/30/2023 11:45,CUST-801646,2,7d9708e79804,Clothing,1.049,109.9,115.29,FALSE
TXN-0001432,3/30/2023 12:28,CUST-481275,9,5367996418d1,Grocery,6.293,159.46,1003.48,FALSE
TXN-0000950,3/30/2023 12:59,CUST-194582,6,d09a11005fa3,Electronics,0.626,699.9,438.14,FALSE
TXN-0003426,3/30/2023 13:42,CUST-804536,8,efd51835bde5,Clothing,6.293,45,283.18,FALSE
TXN-0004672,3/30/2023 13:57,CUST-440574,5,6cd2fd6b37d2,Beauty,3.146,52.56,165.35,FALSE
TXN-0002723,3/30/2023 14:26,CUST-404661,10,7af4528ef282,Beauty,6.293,9.07,57.08,FALSE
TXN-0003418,3/30/2023 14:44,CUST-943243,3,847392462fcc,Grocery,4.195,227.9,956.04,FALSE
TXN-0003313,3/30/2023 15:43,CUST-480554,7,93063e0938bc,Clothing,1.049,183,191.97,FALSE
TXN-0001152,3/30/2023 16:22,CUST-237459,4,43ceb0d6f091,Grocery,1.049,79.9,83.82,FALSE
TXN-0003606,3/30/2023 18:07,CUST-248889,9,aff65297051a,Sports,3.146,99.9,314.29,FALSE
TXN-0004475,3/30/2023 18:44,CUST-649120,7,bac97dd6768a,Home,2.098,69.9,146.65,FALSE
TXN-0004845,3/31/2023 9:34,CUST-998741,5,ed0ac2a053e1,Sports,1.049,148,155.25,FALSE
TXN-0004907,3/31/2023 11:09,CUST-831641,3,d3858db7de5d,Home,1.049,79.9,83.82,FALSE
TXN-0004519,3/31/2023 11:36,CUST-880384,9,2445c6ba805d,Home,1.049,239.9,251.66,FALSE
TXN-0001153,3/31/2023 15:26,CUST-513970,5,55ec2011b5ee,Electronics,3.148,69.9,220.05,FALSE
TXN-0003004,3/31/2023 16:04,CUST-151170,1,20230e5899c3,Clothing,4.197,74.9,314.36,FALSE
TXN-0004556,3/31/2023 16:05,CUST-156547,9,c906a413a038,Home,5.247,25.01,131.23,FALSE
TXN-0003397,3/31/2023 16:36,CUST-678113,3,99bf8ca77e14,Grocery,1.049,74,77.63,FALSE
TXN-0002529,3/31/2023 17:05,CUST-174686,2,fbc35fe0e09d,Grocery,3.148,699.9,2203.29,FALSE
TXN-0001800,3/31/2023 17:41,CUST-156909,5,b17b27349d7a,Home,0.122,1098.97,134.07,FALSE
TXN-0001105,4/1/2023 10:24,CUST-302635,7,b141b491548c,Clothing,3.15,47,148.05,FALSE
TXN-0002629,4/1/2023 10:29,CUST-994441,8,9395fe696047,Home,1.05,129.9,136.4,FALSE
TXN-0003447,4/1/2023 10:59,CUST-866982,4,a66fdf2c0ae7,Sports,3.15,49.6,156.24,FALSE
TXN-0004648,4/1/2023 12:10,CUST-357575,10,96d233e99b62,Electronics,3.097,589.9,1826.92,FALSE
TXN-0002486,4/1/2023 12:33,CUST-581999,9,5c6cc02fa922,Home,2.1,99.9,209.79,FALSE
TXN-0003596,4/1/2023 13:07,CUST-237481,5,8b2e530f97ab,Home,2.1,49.9,104.79,FALSE
TXN-0001572,4/1/2023 13:16,CUST-805830,2,47f6b46f5113,Home,1.05,179.9,188.9,FALSE
TXN-0001129,4/1/2023 16:58,CUST-557671,3,d8855f312172,Home,1.05,119.9,125.9,FALSE
TXN-0000498,4/1/2023 17:11,CUST-786247,3,6a36bad625b6,Beauty,1.05,134.9,141.65,FALSE
TXN-0004562,4/1/2023 18:26,CUST-937881,6,862f3899ba02,Clothing,1.05,85.78,90.07,FALSE
TXN-0003400,4/1/2023 19:10,CUST-683313,2,14bc1a141e95,Clothing,25.197,39.57,997.05,FALSE
TXN-0002079,4/2/2023 10:28,CUST-394239,9,a1b8684387bb,Beauty,5.252,94.57,496.68,FALSE
TXN-0000158,4/2/2023 12:16,CUST-458750,4,a29a0901af38,Clothing,10.504,74.76,785.28,TRUE
TXN-0003268,4/2/2023 13:45,CUST-769594,10,b20eb80d20f8,Grocery,2.101,599.9,1260.39,FALSE
TXN-0001355,4/2/2023 14:12,CUST-662236,4,0f4c03590e3a,Electronics,3.151,9.9,31.19,FALSE
TXN-0004975,4/2/2023 14:33,CUST-936069,7,69731fcfc598,Sports,15.151,948.65,14373,TRUE
TXN-0002359,4/2/2023 14:46,CUST-792469,10,637d9bb28d0e,Clothing,17.71,377.06,6677.73,FALSE
TXN-0004053,4/2/2023 16:11,CUST-864586,9,e9be18f7b7d0,Clothing,7.353,50.9,374.27,FALSE
TXN-0001287,4/2/2023 16:53,CUST-103653,10,9bc1edb79160,Beauty,0.284,699.89,198.77,FALSE
TXN-0000859,4/2/2023 17:26,CUST-350892,3,55396813af5f,Electronics,2.101,109.9,230.9,FALSE
TXN-0004296,4/2/2023 20:28,CUST-158145,5,cce030dab62e,Sports,1.05,99.9,104.9,FALSE
TXN-0003932,4/3/2023 0:28,CUST-690470,6,3e183bf9d1d0,Electronics,1.051,99.9,104.99,FALSE
TXN-0001443,4/3/2023 11:43,CUST-289492,2,d11df893005f,Home,8.408,79.9,671.8,FALSE
TXN-0002113,4/3/2023 11:50,CUST-704132,1,7b5570184b98,Grocery,0.61,239.9,146.34,FALSE
TXN-0000311,4/3/2023 12:05,CUST-339299,3,f08bd8605c9e,Grocery,1.051,720,756.72,FALSE
TXN-0001031,4/3/2023 12:48,CUST-557949,5,e31147a790d2,Beauty,2.102,89.9,188.97,FALSE
TXN-0001718,4/3/2023 13:33,CUST-544974,2,8c1441c992b4,Electronics,1.051,283.9,298.38,FALSE
TXN-0000262,4/3/2023 14:07,CUST-651181,5,02b9c32fb5bb,Beauty,1.051,109.9,115.5,FALSE
TXN-0001966,4/3/2023 15:44,CUST-410362,3,2b1d1ae21a0f,Grocery,4.204,99.9,419.98,FALSE
TXN-0003466,4/3/2023 16:57,CUST-478003,6,ea8f78452b8a,Home,1.051,1150.9,1209.6,FALSE
TXN-0001562,4/3/2023 18:49,CUST-830377,9,393689c97532,Clothing,2.102,99.9,209.99,FALSE
TXN-0004102,4/4/2023 12:28,CUST-243052,2,aaf59c018712,Sports,4.206,57.72,242.77,FALSE
TXN-0004530,4/4/2023 13:45,CUST-695718,8,c51f3a5fa796,Beauty,3.155,3.98,12.56,FALSE
TXN-0001171,4/4/2023 14:39,CUST-277588,10,1db8d809bfef,Home,2.103,349.9,735.84,FALSE
TXN-0002435,4/4/2023 20:06,CUST-174086,5,1198cdac53a1,Grocery,1.052,169.9,178.73,FALSE
TXN-0002378,4/4/2023 21:00,CUST-495199,9,67660e92e334,Clothing,1.052,145,152.54,FALSE
TXN-0000014,4/5/2023 10:28,CUST-716445,6,82223a8d405f,Beauty,1.052,416.9,438.58,FALSE
TXN-0002557,4/5/2023 11:48,CUST-227064,2,3b093e6c3a49,Electronics,3.156,38,119.93,FALSE
TXN-0000196,4/5/2023 13:12,CUST-188106,8,47852a051a82,Electronics,6.312,89.75,566.5,FALSE
TXN-0000228,4/5/2023 15:01,CUST-538552,3,e87d8f2511d9,Beauty,4.208,141.37,594.88,FALSE
TXN-0003668,4/5/2023 15:50,CUST-788949,3,8774bd2f401d,Clothing,1.052,229.9,241.85,FALSE
TXN-0002307,4/5/2023 16:15,CUST-208519,2,cde2a453130b,Sports,1.052,279.9,294.45,FALSE
TXN-0004484,4/5/2023 16:43,CUST-618774,8,4586b9f99126,Grocery,4.208,50.43,212.21,FALSE
TXN-0004564,4/5/2023 17:33,CUST-979568,8,3fe69c3913fa,Electronics,1.052,199.9,210.29,FALSE
TXN-0002705,4/5/2023 18:22,CUST-629586,5,e31ad227f0af,Clothing,12.625,21.17,267.27,FALSE
TXN-0002367,4/5/2023 18:58,CUST-588561,5,1e6abf2ee5cb,Electronics,3.156,119.9,378.4,FALSE
TXN-0002008,4/6/2023 6:39,CUST-988123,10,7ff486487cdd,Clothing,2.105,50,105.25,FALSE
TXN-0002415,4/6/2023 6:47,CUST-595138,10,ef05405eadfa,Sports,4.21,109.74,462.01,FALSE
TXN-0001670,4/6/2023 8:10,CUST-587993,1,637d9bb28d0e,Home,17.747,377.06,6691.68,FALSE
TXN-0000600,4/6/2023 10:24,CUST-902667,3,d862997509e4,Home,6.316,18.59,117.41,FALSE
TXN-0003483,4/6/2023 10:37,CUST-952592,8,1e999ee4bc41,Grocery,1.053,79.9,84.13,FALSE
TXN-0001588,4/6/2023 11:26,CUST-775370,3,2f0ab968441f,Sports,1.053,79,83.19,FALSE
TXN-0002212,4/6/2023 12:48,CUST-868454,4,c9b719e13071,Grocery,1.053,349.9,368.44,FALSE
TXN-0002040,4/6/2023 12:48,CUST-142047,4,77bbec1e34f1,Electronics,6.316,39.9,252.01,FALSE
TXN-0004878,4/6/2023 13:50,CUST-563393,5,c156f13eaa60,Electronics,6.316,49.9,315.17,FALSE
TXN-0004912,4/6/2023 16:52,CUST-355596,9,13c62be475b6,Sports,4.21,239.78,1009.47,FALSE
TXN-0004611,4/6/2023 22:07,CUST-664696,7,8746d806aee3,Beauty,3.158,149.9,473.38,FALSE
TXN-0004430,4/7/2023 9:41,CUST-926387,6,b6120a5f4e28,Electronics,1.053,2190,2306.07,FALSE
TXN-0000033,4/7/2023 10:00,CUST-847559,4,3277c6889565,Clothing,3.159,74.9,236.61,FALSE
TXN-0002863,4/7/2023 10:14,CUST-187327,6,e86b0d78c7da,Grocery,3.159,139.9,441.94,FALSE
TXN-0000554,4/7/2023 10:14,CUST-483315,5,1a7a5d7522ca,Electronics,5.266,107.85,567.94,FALSE
TXN-0003779,4/7/2023 11:16,CUST-649673,1,92d9fd26b273,Home,3.159,106,334.85,FALSE
TXN-0002536,4/7/2023 12:17,CUST-640814,8,4108a53e1003,Beauty,5.266,155,816.23,FALSE
TXN-0003861,4/7/2023 12:35,CUST-965827,1,a7f920b4ed86,Sports,7.372,79,582.39,FALSE
TXN-0001803,4/7/2023 13:59,CUST-905477,3,b30a1abb0290,Sports,3.159,129.9,410.35,FALSE
TXN-0000838,4/7/2023 14:54,CUST-323219,6,3c9eaf4966a5,Beauty,1.053,179.9,189.43,FALSE
TXN-0002256,4/7/2023 19:02,CUST-588979,2,3b093e6c3a49,Electronics,3.159,38,120.04,FALSE
TXN-0003782,4/7/2023 23:48,CUST-689445,6,0a6198887287,Sports,4.213,229.9,968.57,FALSE
TXN-0001408,4/8/2023 7:53,CUST-281794,6,66b66e1df3e0,Electronics,1.054,399.9,421.49,FALSE
TXN-0000820,4/8/2023 8:13,CUST-920621,4,ee865acdae75,Electronics,5.268,79.9,420.91,FALSE
TXN-0004342,4/8/2023 9:49,CUST-606143,5,2dac660f33bc,Electronics,1.054,49.9,52.59,FALSE
